29.341,11.407,1031.51001,,
15.921,12.627,1019.61499,,
2.379,10.37,1027.666992,,
30.865999,11.956,1021.994019,,
17.141001,12.261,1023.88501,,
17.995001,11.163,1020.224976,,
18.544001,12.383,1021.627991,,
17.629,12.383,1023.031006,,
17.934,13.481,1024.616943,,
17.445999,12.688,1021.994019,,
17.507,13.42,1023.518982,,
17.385,11.285,1021.75,,
15.982,12.688,1023.945984,,
15.982,11.834,1020.835022,,
15.982,12.383,1023.031006,,
18.544001,12.261,1021.689026,,
17.507,11.956,1023.458008,,
17.385,13.847,1023.640991,,
17.629,11.224,1025.593018,,
17.507,11.773,1022.54303,,
17.507,13.054,1023.518982,,
17.995001,12.627,1023.09198,,
18.299999,12.688,1022.54303,,
17.934,12.261,1023.153015,,
17.934,12.322,1022.177002,,
17.263,12.688,1021.383972,,
17.263,13.664,1023.945984,,
16.958,12.871,1023.763,,
18.056,11.102,1024.129028,,
16.653,12.81,1021.262024,,
16.531,11.529,1021.383972,,
17.08,11.712,1024.983032,,
17.690001,11.102,1023.09198,,
17.812,12.566,1023.335999,,
19.153999,9.333,1022.786987,,
19.153999,12.017,1022.421021,,
17.385,10.614,1020.713013,,
17.872999,14.396,1022.54303,,
17.872999,11.59,1024.739014,,
1.159,12.017,1024.312012,,
30.622,12.322,1023.640991,,
17.018999,13.237,1021.262024,,
17.934,13.359,1021.445007,,
17.934,12.261,1020.224976,,
18.849001,13.237,1022.116028,,
18.056,12.505,1024.312012,,
17.812,14.335,1021.383972,,
17.812,13.054,1023.640991,,
16.165001,10.797,1021.810974,,
17.507,10.919,1023.335999,,
15.982,12.017,1022.848022,,
18.666,13.481,1023.823975,,
18.666,12.017,1023.213989,,
17.08,11.224,1023.458008,,
17.08,13.664,1022.726013,,
17.08,12.139,1022.604004,,
17.08,13.542,1022.237976,,
19.52,12.444,1024.494995,,
16.591999,10.736,1024.43396,,
18.117001,11.346,1025.043945,,
18.117001,12.139,1022.969971,,
18.117001,11.529,1024.983032,,
17.995001,9.943,1022.359985,,
18.971001,14.152,1020.224976,,
17.629,13.237,1022.359985,,
18.361,14.518,1026.02002,,
18.361,13.786,1022.054993,,
17.202,11.956,1021.140015,,
18.788,12.261,1021.383972,,
18.91,12.688,1023.945984,,
17.202,12.078,1023.88501,,
17.202,11.468,1023.09198,,
17.202,11.956,1024.739014,,
19.398001,12.505,1023.945984,,
17.08,12.2,1023.458008,,
16.958,12.749,1025.287964,,
18.299999,14.335,1024.067993,,
18.299999,11.468,1024.312012,,
18.666,12.505,1022.969971,,
18.117001,10.431,1023.702026,,
18.788,13.298,1022.786987,,
16.165001,11.224,1021.810974,,
17.690001,10.431,1021.200989,,
17.690001,12.749,1023.09198,,
18.177999,15.494,1025.470947,,
17.812,12.993,1024.189941,,
17.812,12.688,1023.031006,,
16.958,13.42,1023.88501,,
16.287001,10.614,1022.908997,,
16.287001,12.017,1021.445007,,
16.287001,12.688,1026.264038,,
17.507,12.688,1023.031006,,
17.445999,14.03,1022.726013,,
17.445999,14.945,1022.848022,,
18.483,11.834,1023.031006,,
18.483,14.518,1024.43396,,
16.836,10.797,1025.043945,,
15.982,12.566,1023.763,,
18.239,12.444,1020.713013,,
19.642,13.481,1022.421021,,
19.642,14.701,1026.081055,,
19.764,12.688,1024.373047,,
16.531,13.969,1021.567017,,
16.531,12.871,1021.262024,,
16.531,12.627,1022.786987,,
19.215,13.481,1020.530029,,
17.507,11.407,1021.872009,,
17.323999,12.566,1022.969971,,
15.982,11.102,1026.141968,,
16.104,12.2,1024.921997,,
16.104,13.481,1021.689026,,
16.287001,12.139,1022.237976,,
16.531,14.64,1019.859009,,
16.469999,14.091,1023.335999,,
16.469999,12.627,1025.043945,,
17.872999,11.407,1024.55603,,
18.177999,12.444,1021.018005,,
20.069,12.383,1024.373047,,
19.764,11.163,1023.580017,,
17.812,11.59,1023.275024,,
17.812,11.59,1021.932983,,
16.226,14.762,1020.95697,,
18.971001,14.457,1023.88501,,
17.385,13.664,1023.396973,,
18.483,14.03,1022.664978,,
17.690001,12.627,1020.895996,,
17.507,11.834,1020.895996,,
17.507,11.468,1022.054993,,
16.896999,12.261,1022.481995,,
16.896999,12.81,1023.945984,,
21.567017,,,,
17.018999,12.383,1023.580017,,
18.544001,12.749,1020.895996,,
19.642,13.786,1022.421021,,
20.252001,13.725,1022.786987,,
17.812,12.017,1022.664978,,
16.287001,13.054,1024.494995,,
18.299999,11.956,1023.335999,,
17.263,12.444,1022.116028,,
17.141001,13.359,17.018999,13.176,1022.481995
16.653,12.078,1023.580017,,
17.263,11.346,1024.250977,,
17.323999,13.237,1022.359985,,
17.323999,12.444,1023.458008,,
19.153999,13.664,1021.872009,,
17.812,12.871,1023.213989,,
17.141001,12.383,1024.129028,,
2.135,12.078,1022.421021,,
30.683001,12.627,1025.227051,,
17.750999,12.261,1022.299011,,
19.825001,10.858,1024.250977,,
18.788,12.261,1022.054993,,
17.385,12.505,1021.872009,,
18.056,11.651,1023.945984,,
17.445999,13.176,1023.396973,,
17.202,12.749,1023.580017,,
18.91,12.444,1022.786987,,
19.275999,11.651,1020.895996,,
18.849001,10.98,1024.312012,,
18.849001,11.59,1024.43396,,
16.042999,12.688,1023.640991,,
17.263,12.078,1020.041992,,
17.445999,11.224,1021.445007,,
18.726999,12.688,1021.262024,,
18.299999,13.298,1021.200989,,
18.299999,12.627,1022.786987,,
17.385,12.932,1023.88501,,
18.544001,12.2,1023.702026,,
16.896999,11.163,1022.177002,,
16.896999,12.932,1020.346985,,
17.445999,11.346,1023.580017,,
18.544001,12.81,1022.177002,,
16.896999,12.871,1024.921997,,
16.836,11.956,1023.823975,,
17.507,13.115,1023.335999,,
18.056,13.115,1024.312012,,
18.177999,13.603,1022.664978,,
17.141001,11.59,1023.153015,,
15.921,11.59,1022.359985,,
18.177999,13.542,1023.396973,,
18.117001,10.736,1020.40802,,
17.568001,11.895,1022.359985,,
17.568001,13.359,1021.75,,
17.568001,13.176,1024.494995,,
17.568001,14.701,1024.983032,,
17.323999,11.59,1022.116028,,
17.690001,11.712,1025.714966,,
17.385,10.065,1021.689026,,
17.690001,10.797,1023.09198,,
17.690001,13.176,1020.651978,,
17.690001,10.736,1022.969971,,
18.91,12.871,1023.09198,,
18.91,11.285,1022.969971,,
17.08,12.871,1023.518982,,
17.750999,11.834,1022.664978,,
17.018999,13.481,1020.713013,,
16.348,11.895,1021.383972,,
16.348,12.749,1023.153015,,
16.653,9.699,1023.763,,
16.653,10.858,1024.43396,,
16.653,10.248,1022.726013,,
16.653,10.492,1023.275024,,
16.958,11.346,1020.773987,,
16.958,14.03,1024.373047,,
16.836,10.187,1023.458008,,
18.483,12.81,1022.664978,,
17.690001,13.908,1022.054993,,
18.299999,10.431,1021.078979,,
19.580999,11.59,1024.129028,,
19.580999,13.176,1021.932983,,
17.690001,13.664,1022.848022,,
97,,,,
16.531,13.359,1023.153015,,
17.141001,13.786,1023.458008,,
17.385,13.664,1023.031006,,
17.385,13.115,1022.664978,,
17.385,11.468,1021.567017,,
17.323999,11.651,1023.702026,,
18.361,12.383,1022.664978,,
18.361,13.054,1023.09198,,
17.629,13.115,1021.505981,,
17.629,10.004,1019.676025,,
18.788,11.773,1022.54303,,
18.666,14.762,1022.421021,,
18.422001,13.603,1024.129028,,
18.422001,10.736,1022.908997,,
16.836,12.688,1024.312012,,
18.361,11.346,1022.969971,,
17.445999,11.834,1024.129028,,
16.409,11.895,1023.213989,,
16.896999,14.396,1023.823975,,
19.215,12.688,1022.481995,,
19.215,13.054,1023.213989,,
19.215,11.834,1022.359985,,
19.52,12.322,1022.969971,,
19.52,11.651,1024.006958,,
17.445999,11.712,1024.067993,,
17.568001,10.187,1022.848022,,
17.568001,13.664,1022.664978,,
16.591999,12.81,1023.335999,,
1.769,11.712,1024.129028,,
31.171,12.017,1021.262024,,
20.983999,12.444,1021.200989,,
18.849001,12.688,1022.786987,,
17.202,12.993,1022.969971,,
17.629,13.42,1023.153015,,
17.629,11.102,1023.458008,,
17.629,13.359,1021.994019,,
17.385,11.773,1023.213989,,
17.323999,12.566,1022.299011,,
2.013,-10.919,-957.455994,,
2.623,-8.174,-962.335999,,
0.915,-8.662,-961.116028,,
5.856,-7.93,-960.810974,,
5.856,-10.37,-957.882996,,
3.782,-9.638,-960.383972,,
3.782,-9.943,-961.237976,,
4.758,-7.747,-960.018005,,
4.758,-8.845,-964.653992,,
5.002,-8.601,-960.505981,,
2.318,-8.174,-962.458008,,
3.721,-9.76,-962.823975,,
3.66,-8.296,-959.164001,,
0.976,-6.832,-958.554016,,
0.976,-10.248,-959.468994,,
0.976,-10.797,-960.689026,,
0.976,-11.102,-959.835022,,
-12.139,-8.357,-958.005005,,
14.701,-9.943,-958.005005,,
2.379,-9.455,-960.140015,,
3.416,-8.601,-960.383972,,
3.416,-9.638,-962.580017,,
2.623,-8.662,-960.018005,,
1.464,-8.601,-962.702026,,
1.464,-8.845,-959.224976,,
3.477,-9.76,-960.018005,,
-13.725,-10.248,-959.041992,,
14.396,-9.211,-958.981018,,
2.623,-9.333,-959.651978,,
3.416,-10.126,-961.786987,,
3.416,-9.333,-960.078979,,
3.538,-8.418,-958.127014,,
0.915,-7.198,-958.61499,,
1.342,-7.625,-960.627991,,
2.318,-8.54,-962.518982,,
2.318,-8.967,-962.88501,,
1.159,-9.15,-961.359985,,
1.708,-8.479,-960.994019,,
0.915,-7.991,-959.468994,,
0.915,-10.126,-962.458008,,
2.318,-8.052,-960.018005,,
0.427,-8.418,-959.591003,,
0.732,-7.564,-957.882996,,
1.586,-8.967,-960.140015,,
1.647,-9.516,-962.09198,,
4.941,-9.516,-961.481995,,
3.782,-8.113,-962.275024,,
1.83,-7.747,-959.95697,,
1.037,-7.625,-958.859009,,
1.037,-8.662,-957.028992,,
0.793,-6.588,-961.908997,,
1.769,-10.065,-958.61499,,
1.525,-8.113,-960.018005,,
1.525,-7.808,-961.604004,,
1.525,-9.272,-961.359985,,
0.976,-10.919,-960.078979,,
0.976,-9.211,-962.396973,,
2.135,-10.37,-959.224976,,
4.697,-10.309,-963.250977,,
1.952,-9.089,-959.041992,,
2.196,-7.747,-959.103027,,
0.915,-7.137,-962.09198,,
0.915,-6.954,-962.88501,,
3.294,-9.455,-958.859009,,
3.904,-8.296,-960.872009,,
3.904,-7.808,-961.969971,,
3.843,-9.15,-959.041992,,
3.843,-8.967,-960.200989,,
0.671,-9.089,-961.177002,,
4.026,-9.028,-958.492981,,
0.732,-8.296,-961.604004,,
0.915,-8.906,-961.969971,,
4.331,-9.333,-961.604004,,
1.403,-8.906,-960.322998,,
3.782,-8.967,-960.994019,,
4.941,-10.614,-962.823975,,
4.941,-7.564,-959.835022,,
0.61,-8.601,-956.663025,,
0.915,-8.54,-959.530029,,
1.464,-9.577,-961.54303,,
1.464,-8.479,-963.190002,,
2.44,-8.174,-959.591003,,
2.257,-10.614,-962.09198,,
2.562,-10.736,-959.468994,,
2.684,-9.699,-961.237976,,
3.111,-11.285,-963.434021,,
4.88,-7.198,-959.835022,,
-10.736,-8.54,-960.018005,,
15.006,-9.577,-960.200989,,
1.342,-10.98,-961.54303,,
2.318,-9.394,-960.200989,,
2.318,-7.808,-960.200989,,
2.318,-10.309,-959.835022,,
2.623,-9.15,-962.335999,,
2.867,-7.564,-959.713013,,
0.915,-7.808,-960.75,,
1.037,-8.052,-961.726013,,
1.525,-8.723,-961.116028,,
3.111,-9.15,-960.018005,,
3.843,-7.686,-959.773987,,
0.488,-10.248,-959.164001,,
1.22,-9.577,-961.116028,,
2.501,-9.028,-962.518982,,
2.745,-9.211,-960.932983,,
0.366,-9.638,-957.882996,,
1.586,-9.272,-961.726013,,
3.294,-10.126,-962.09198,,
3.294,-9.882,-961.116028,,
0.854,-10.675,-957.700012,,
0.854,-9.333,-961.664978,,
0.671,-7.869,-960.505981,,
0.671,-8.906,-961.908997,,
3.538,-8.113,-961.359985,,
2.074,-5.551,-960.200989,,
2.074,-10.187,-961.664978,,
-12.322,-8.113,-955.382019,,
-0.549,-8.723,-959.530029,,
-0.549,-9.394,-959.224976,,
15.067,-10.248,-961.664978,,
1.403,-8.357,-962.335999,,
1.891,-9.943,-960.567017,,
1.891,-8.845,-961.786987,,
1.891,-8.967,-960.505981,,
2.562,-8.967,-959.40802,,
-15.006,-8.418,-961.726013,,
-0.305,-8.723,-959.40802,,
14.457,-9.516,-958.127014,,
0.549,-8.723,-959.591003,,
0.549,-8.906,-961.908997,,
2.44,-9.516,-961.726013,,
4.514,-10.736,-961.604004,,
4.88,-6.588,-960.322998,,
4.88,-9.638,-960.078979,,
4.88,-11.163,-960.200989,,
0.549,-9.882,-961.969971,,
2.684,-9.76,-959.591003,,
0.183,-9.821,-961.116028,,
0.183,-10.309,-960.932983,,
3.66,-7.32,-960.018005,,
2.318,-9.15,-961.481995,,
0.671,-9.943,-959.651978,,
0.671,-10.065,-959.835022,,
-15.25,-7.93,-960.140015,,
-1.647,-9.455,-958.005005,,
-0.061,-8.906,-960.078979,,
0.122,-9.699,-961.237976,,
0.122,-9.455,-962.702026,,
2.867,-10.736,-962.823975,,
2.867,-9.638,-960.322998,,
1.464,-6.832,-958.187988,,
-14.762,-6.344,-959.713013,,
14.152,-7.747,-959.468994,,
0.488,-8.662,-961.299011,,
1.159,-7.991,-960.567017,,
2.196,-9.943,-960.445007,,
3.477,-10.187,-962.458008,,
3.294,-10.492,-961.237976,,
2.928,-9.333,-961.664978,,
-13.725,-7.32,-958.432007,,
-0.488,-10.187,-957.882996,,
15.433,-10.309,-961.299011,,
1.891,-9.516,-962.518982,,
-13.908,-8.113,-957.028992,,
14.518,-8.357,-961.726013,,
3.721,-9.577,-961.481995,,
3.721,-10.492,-959.773987,,
3.721,-10.248,-960.078979,,
-13.725,-8.906,-961.299011,,
14.579,-7.442,-957.822021,,
0.854,-10.37,-958.919983,,
3.355,-11.651,-961.848022,,
1.708,-10.004,-960.994019,,
1.769,-9.882,-962.275024,,
2.44,-8.845,-959.530029,,
2.684,-9.943,-958.554016,,
1.159,-10.004,-959.468994,,
1.159,-8.967,-961.116028,,
1.159,-8.967,-958.61499,,
0.122,-8.967,-959.895996,,
1.952,-8.601,-960.994019,,
2.867,-10.004,-959.95697,,
2.928,-10.248,-959.103027,,
2.928,-9.516,-960.994019,,
2.928,-9.943,-961.116028,,
1.708,-8.174,-961.177002,,
1.708,-7.381,-958.492981,,
0.183,-11.59,-959.224976,,
2.44,-10.187,-959.835022,,
4.392,-8.723,-959.103027,,
1.952,-10.126,-961.421021,,
1.037,-11.529,-961.726013,,
1.525,-11.407,-959.224976,,
0.244,-9.394,-959.164001,,
0.732,-9.577,-963.861023,,
2.135,-10.553,-964.288025,,
2.135,-9.699,-958.249023,,
4.331,-7.991,-960.627991,,
0,-8.662,-959.103027,,
1.525,-9.028,-958.370972,,
0.793,-9.943,-960.872009,,
2.501,-8.357,-963.007019,,
1.342,-8.967,-957.517029,,
1.586,-9.821,-959.895996,,
-14.03,-7.93,-959.041992,,
14.396,-9.943,-959.651978,,
2.074,-7.564,-960.627991,,
0.244,-9.699,-961.237976,,
3.416,-10.187,-961.604004,,
-12.078,-7.93,-958.859009,,
14.091,-10.004,-962.518982,,
2.806,-9.943,-959.95697,,
2.806,-8.601,-962.823975,,
1.83,-8.662,-960.445007,,
3.904,-10.614,-959.346985,,
-15.555,-10.187,-961.481995,,
15.433,-9.943,-960.872009,,
0.854,-7.93,-961.237976,,
0.183,-8.723,-961.299011,,
0.183,-8.601,-961.848022,,
0.183,-8.601,-960.689026,,
1.83,-8.296,-960.567017,,
1.83,-8.113,-959.40802,,
1.525,-10.492,-961.116028,,
1.22,-10.126,-961.726013,,
3.294,-8.54,-963.55603,,
0.915,-9.15,-957.333984,,
1.586,-10.614,-961.299011,,
1.586,-9.028,-961.786987,,
1.586,-8.845,-959.835022,,
1.586,-8.723,-961.786987,,
1.586,-9.882,-957.333984,,
2.318,-8.723,-958.859009,,
2.318,-11.102,-962.153015,,
2.196,-7.991,-960.932983,,
2.196,-8.723,-960.078979,,
2.074,-7.808,-960.262024,,
0.061,-7.869,-958.737,,
0.854,-8.418,-961.54303,,
0.976,-8.052,-960.872009,,
2.135,-8.601,-961.116028,,
2.989,-8.845,-959.103027,,
0.854,-8.845,-961.848022,,
1.281,-8.54,-962.275024,,
-13.664,-6.954,-960.994019,,
14.396,-7.869,-958.249023,,
1.159,-7.137,-961.054993,,
1.525,-8.418,-959.40802,,
1.525,-9.76,-959.40802,,
1.83,-10.004,-959.95697,,
0.549,-9.333,-961.908997,,
0.549,-7.442,-963.190002,,
